old_ncs_line_code,new_ncs_line_code
Y025Bb,Y025Bb
Y025Ca,Y025Ca
Y026Aa,Y026Aa
Y028Ab,Y028Ab
Y028Ba,Y028Ba
Y031Aa,Y031Aa
Y031Ba,Y031Ba
Y031Ca,Y031Ca
Y031Da,Y031Da
Y031Ea,Y031Ea
Y032Aa,Y032Aa
Y032Bb,Y032Bb
Y032Cb,Y032Cb
Y032Db,Y032Db
Y032Eb,Y032Eb
Y032Fb,Y032Fb
Y032Ga,Y032Ga
Y032Hb,Y032Hb
Y032Ib,Y032Ib
Y032Ja,Y032Ja
Y032Kb,Y032Kb
Y032La,Y032La
Y032Ma,Y032Ma
Y032Nb,Y032Nb
Y032Ob,Y032Ob
Y032Pa,Y032Pa
Y032Qa,Y032Qa
Y032Rb,Y032Rb
Y032Sb,Y032Sb
Y032Ta,Y032Ta
Y033Ab,Y033Ab
Y033Bb,Y033Bb
Y033Ca,Y033Ca
Y033Da,Y033Da
Y033Eb,Y033Eb
Y040Aa,Y040Aa
Y040Ba,Y040Ba
Y040Ca,Y040Ca
Y041Aa,Y041Aa
Y042Aa,Y042Aa
Y042Ba,Y042Ba
Y042Ca,Y042Ca
Y042Da,Y042Da
Y042Ea,Y042Ea
Y044Aa,Y044Aa
Y044Ba,Y044Ba
Y045Aa,Y045Aa
Y045Ba,Y045Ba
Y050Ab,Y050Ab
Y050Ba,Y050Ba
Y050Cb,Y050Cb
Y050Db,Y050Db
Y050Ea,Y050Ea
Y051Aa,Y051Aa
Y051Bb,Y051Bb
Y051Ca,Y051Ca
Y051Db,Y051Db
Y051Eb,Y051Eb
Y051Fa,Y051Fa
Y051Gb,Y051Gb
Y051Ha,Y051Ha
Y051Ia,Y051Ia
Y051Jb,Y051Jb
Y051Kb,Y051Kb
Y051La,Y051La
Y051Mb,Y051Mb
Y052Aa,Y052Aa
Y052Bb,Y052Bb
Y052Cb,Y052Cb
Y052Da,Y052Da
Y052Eb,Y052Eb
Y052Fa,Y052Fa
Y052Gb,Y052Gb
Y052Ha,Y052Ha
Y052Ia,Y052Ia
Y054Aa,Y054Aa
Y054Bb,Y054Bb
Y055Aa,Y055Aa
Y055Bb,Y055Bb
Y055Cb,Y055Cb
Y056Ab,Y056Ab
Y056Ba,Y056Ba
Y056Ca,Y056Ca
Y056Db,Y056Db
Y056Eb,Y056Eb
Y056Fb,Y056Fb
Y056Ga,Y056Ga
Y057Ab,Y057Ab
Y057Ba,Y057Ba
Y057Ca,Y057Ca
Y057Db,Y057Db
Y058Aa,Y058Aa
Y058Ba,Y058Ba
Y058Ca,Y058Ca
Y058Db,Y058Db
Y058Eb,Y058Eb
Y058Fa,Y058Fa
Y058Gb,Y058Gb
Y077Ab,Y077Ab
Y077Bb,Y077Bb
Y077Ca,Y077Ca
Y077Da,Y077Da
Y080Aa,Y080Aa
Y080Bb,Y080Bb
Y081Aa,Y081Aa
Y081Ba,Y081Ba
Y081Cb,Y081Cb
Y081Db,Y081Db
Y082Aa,Y082Aa
Y082Bb,Y082Bb
Y082Ca,Y082Ca
Y082Da,Y082Da
Y082Eb,Y082Eb
Y082Fb,Y082Fb
Y082Gb,Y082Gb
Y083Aa,Y083Aa
Y083Ba,Y083Ba
Y083Ca,Y083Ca
Y083Db,Y083Db
Y083Ea,Y083Ea
Y083Fb,Y083Fb
Y083Gb,Y083Gb
Y083Hb,Y083Hb
Y084Aa,Y084Aa
Y084Ba,Y084Ba
Y085Ab,Y085Ab
Y085Ba,Y085Ba
Y085Cb,Y085Cb
Y085Db,Y085Db
Y085Eb,Y085Eb
Y085Fa,Y085Fa
Y085Ga,Y085Ga
Y085Hb,Y085Hb
Y085Ib,Y085Ib
Y085Ja,Y085Ja
Y085Ka,Y085Ka
Y085Lb,Y085Lb
Y086Aa,Y086Aa
Y086Ba,Y086Ba
Y086Ca,Y086Ca
Y086Db,Y086Db
Y086Eb,Y086Eb
Y086Fb,Y086Fb
Y087Aa,Y087Aa
Y087Ba,Y087Ba
Y087Cb,Y087Cb
Y087Db,Y087Db
Y087Eb,Y087Eb
Y087Fa,Y087Fa
Y088Ab,Y088Ab
Y088Ba,Y088Ba
Y088Cb,Y088Cb
Y088Da,Y088Da
Y088Ea,Y088Ea
Y090Aa,Y090Aa
Y090Ba,Y090Ba
Y090Ca,Y090Ca
Y090Db,Y090Db
Y090Eb,Y090Eb
Y091Ab,Y091Ab
Y091Bb,Y091Bb
Y091Ca,Y091Ca
Y098Ab,Y098Ab
Y098Ba,Y098Ba
Y099Ab,Y099Ab
Y099Ba,Y099Ba
Y099Cb,Y099Cb
Y099Da,Y099Da
Y201Aa,Y201Aa
Y201Bb,Y201Bb
Y202Aa,Y202Aa
Y202Bb,Y202Bb
Y203Ab,Y203Ab
Y203Ba,Y203Ba
Y204Aa,Y204Aa
Y204Ba,Y204Ba
Y222Ab,Y222Ab
Y222Ba,Y222Ba
Y223Aa,Y223Aa
Y223Bb,Y223Bb
Y223Ca,Y223Ca
Y223Db,Y223Db
Y22AAa,Y022AAa
Y22ABb,Y022ABb
Y22ACa,Y022ACa
Y22ADb,Y022ADb
Y240Ab,Y240Ab
Y240Ba,Y240Ba
Y241Ab,Y241Ab
Y241Ba,Y241Ba
Y242Ab,Y242Ab
Y242Ba,Y242Ba
Y243Ab,Y243Ab
Y243Ba,Y243Ba
Y244Aa,Y244Aa
Y244Ba,Y244Ba
Y244Ca,Y244Ca
Y300Ab,Y300Ab
Y300Ba,Y300Ba
Y300Cb,Y300Cb
Y301Ab,Y301Ab
Y301Ba,Y301Ba
Y302Ab,Y302Ab
Y302Ba,Y302Ba
Y303Ab,Y303Ab
Y303Bb,Y303Bb
Y303Ca,Y303Ca
Y304Aa,Y304Aa
Y304Bb,Y304Bb
Y320Ab,Y320Ab
Y320Ba,Y320Ba
Y320Cb,Y320Cb
Y320Da,Y320Da
Y33AAb,Y033AAb
Y33ABa,Y033ABa
Y33ACb,Y033ACb
Y33ADb,Y033ADb
Y33AEa,Y033AEa
Y360Ab,Y360Ab
Y360Ba,Y360Ba
Y4AAa,Y04AAa
Y4ABb,Y04ABb
Y520Aa,Y520Aa
Y520Bb,Y520Bb
Y520Ca,Y520Ca
Y521Ab,Y521Ab
Y521Ba,Y521Ba
Y522Aa,Y522Aa
Y522Bb,Y522Bb
Y522Cb,Y522Cb
Y55BAb,Y055BAb
Y55BBa,Y055BBa
Y57AAa,Y057AAa
Y57ABb,Y057ABb
Y57ACa,Y057ACa
Y57ADb,Y057ADb
Y589Aa,Y589Aa
Y589Ba,Y589Ba
Y589Ca,Y589Ca
Y590Ab,Y590Ab
Y590Bb,Y590Bb
Y77AAb,Y077AAb
Y77ABa,Y077ABa
Y83AAb,Y083AAb
Y83ABb,Y083ABb
Y83ACa,Y083ACa
Y85CAb,Y085CAb
Y85CBa,Y085CBa
Y85CCa,Y085CCa
Y85CDb,Y085CDb
Y90BAa,Y090BAa
Y90BBb,Y090BBb
Y90BCa,Y090BCa
Y90BDb,Y090BDb
Y90BEb,Y090BEb
Y91AAb,Y091AAb
Y91ABa,Y091ABa
Y91BAa,Y091BAa
Y91BBb,Y091BBb
Y91BCb,Y091BCb
Y91BDa,Y091BDa
Y91EAa,Y091EAa
Y989Ab,Y989Ab
Y989Ba,Y989Ba
Y989Cb,Y989Cb
Y98EAa,YV098EAa
YV01Aa,YV001Aa
YV01Bb,YV001Bb
YV01Cb,YV001Cb
YV01Da,YV001Da
YV01Eb,YV001Eb
YV01Fa,YV001Fa
YV02Aa,YV002Aa
YV02Bb,YV002Bb
YV03Aa,YV003Aa
YV03Bb,YV003Bb
YV03Ca,YV003Ca
YV03Da,YV003Da
YV03Eb,YV003Eb
YV03Fb,YV003Fb
YV04Ab,YV004Ab
YV04Ba,YV004Ba
YV04Cb,YV004Cb
YV04Da,YV004Da
YV05Aa,YV005Aa
YV05Bb,YV005Bb
YV05Cb,YV005Cb
YV05Da,YV005Da
YV05Eb,YV005Eb
YV05Fa,YV005Fa
YV06Ab,YV006Ab
YV06Ba,YV006Ba
YV06Ca,YV006Ca
YV06Db,YV006Db
YV07Aa,YV007Aa
YV07Bb,YV007Bb
